UserId,Recommendation 1,Recommendation 2,Recommendation 3
379,5.0,17.0,6.0
380,13.0,5.0,6.0
381,17.0,6.0,5.0
382,13.0,5.0,6.0
383,17.0,5.0,6.0
384,13.0,5.0,6.0
385,13.0,5.0,6.0
386,17.0,5.0,6.0
387,13.0,5.0,6.0
388,17.0,13.0,5.0
389,17.0,13.0,5.0
390,,,
391,17.0,21.0,11.0
392,13.0,5.0,6.0
393,17.0,6.0,5.0
394,13.0,5.0,6.0
395,13.0,5.0,6.0
396,13.0,17.0,5.0
397,17.0,6.0,13.0
398,17.0,6.0,5.0
399,13.0,5.0,6.0
400,5.0,6.0,17.0
401,13.0,5.0,17.0
402,17.0,5.0,13.0
403,17.0,6.0,5.0
404,13.0,5.0,6.0
405,13.0,5.0,6.0
406,17.0,5.0,6.0
407,17.0,5.0,6.0
408,13.0,17.0,5.0
409,13.0,5.0,6.0
410,13.0,5.0,6.0
411,13.0,5.0,6.0
412,13.0,5.0,6.0
413,13.0,5.0,6.0
414,13.0,5.0,6.0
415,6.0,5.0,13.0
416,17.0,13.0,5.0
417,6.0,17.0,5.0
418,6.0,17.0,5.0
419,17.0,6.0,5.0
420,6.0,17.0,13.0
421,6.0,17.0,13.0
422,6.0,17.0,13.0
423,17.0,13.0,5.0
424,17.0,6.0,13.0
425,13.0,6.0,5.0
426,13.0,5.0,6.0
427,13.0,6.0,17.0
428,17.0,5.0,6.0
429,13.0,5.0,6.0
430,17.0,13.0,5.0
431,13.0,5.0,6.0
432,17.0,13.0,5.0
433,17.0,13.0,5.0
434,17.0,5.0,6.0
435,17.0,13.0,5.0
436,6.0,17.0,5.0
437,17.0,6.0,13.0
438,17.0,6.0,13.0
439,17.0,6.0,13.0
440,17.0,6.0,13.0
441,17.0,6.0,13.0
442,13.0,5.0,17.0
443,17.0,6.0,13.0
444,17.0,6.0,13.0
445,17.0,6.0,13.0
446,17.0,6.0,13.0
447,17.0,6.0,13.0
448,17.0,6.0,13.0
449,17.0,6.0,13.0
450,17.0,6.0,13.0
451,17.0,6.0,13.0
452,17.0,6.0,13.0
453,17.0,6.0,13.0
454,17.0,5.0,6.0
455,17.0,5.0,6.0
456,17.0,13.0,5.0
457,17.0,5.0,13.0
458,17.0,5.0,6.0
459,17.0,5.0,6.0
460,6.0,17.0,13.0
461,17.0,6.0,5.0
462,17.0,5.0,6.0
463,17.0,5.0,6.0
464,17.0,6.0,5.0
465,17.0,5.0,13.0
466,6.0,17.0,13.0
467,17.0,5.0,6.0
468,17.0,5.0,6.0
469,17.0,5.0,6.0
470,6.0,17.0,13.0
471,,,
472,,,
473,,,
474,,,
475,,,
476,,,
477,,,
478,,,
479,,,
480,,,
481,,,
482,,,
483,,,
484,,,
485,,,
486,,,
487,,,
488,17.0,6.0,5.0
489,17.0,13.0,5.0
490,17.0,13.0,5.0
491,17.0,13.0,5.0
492,17.0,13.0,5.0
493,17.0,13.0,5.0
494,17.0,13.0,5.0
495,17.0,13.0,5.0
496,6.0,1.0,8.0
497,17.0,13.0,5.0
498,17.0,6.0,13.0
499,17.0,13.0,5.0
500,13.0,17.0,5.0
501,17.0,13.0,5.0
502,17.0,6.0,5.0
503,17.0,13.0,5.0
504,6.0,1.0,8.0
505,17.0,13.0,5.0
506,6.0,1.0,8.0
507,17.0,13.0,5.0
508,6.0,1.0,8.0
509,17.0,13.0,5.0
510,17.0,6.0,5.0
511,17.0,13.0,5.0
512,13.0,17.0,5.0
513,17.0,6.0,5.0
514,6.0,1.0,8.0
515,17.0,13.0,5.0
516,17.0,13.0,5.0
517,17.0,13.0,5.0
518,17.0,13.0,5.0
519,17.0,13.0,5.0
520,17.0,13.0,5.0
521,17.0,6.0,5.0
522,17.0,13.0,5.0
523,17.0,6.0,5.0
524,17.0,13.0,5.0
525,10.0,21.0,11.0
526,10.0,18.0,15.0
527,13.0,17.0,5.0
528,10.0,18.0,6.0
529,17.0,13.0,5.0
530,6.0,17.0,5.0
531,6.0,17.0,5.0
532,6.0,17.0,5.0
533,6.0,17.0,5.0
534,6.0,17.0,5.0
535,17.0,5.0,6.0
536,6.0,17.0,5.0
537,6.0,17.0,5.0
538,6.0,17.0,5.0
539,6.0,5.0,17.0
540,6.0,17.0,5.0
541,6.0,17.0,5.0
542,6.0,17.0,5.0
543,6.0,17.0,5.0
544,17.0,5.0,13.0
545,6.0,17.0,5.0
546,17.0,5.0,13.0
547,6.0,17.0,5.0
548,17.0,5.0,13.0
549,6.0,17.0,5.0
550,6.0,17.0,5.0
551,,,
552,5.0,6.0,17.0
553,17.0,5.0,13.0
554,6.0,5.0,13.0
555,5.0,6.0,17.0
556,6.0,17.0,5.0
557,17.0,5.0,13.0
558,,,
559,,,
560,,,
561,,,
562,,,
563,,,
564,,,
565,,,
566,,,
567,,,
568,,,
569,13.0,5.0,6.0
570,13.0,5.0,6.0
571,13.0,5.0,6.0
572,17.0,13.0,5.0
573,,,
574,17.0,13.0,5.0
575,13.0,5.0,6.0
576,,,
577,,,
578,,,
579,,,
580,,,
581,,,
582,,,
583,,,
584,,,
585,,,
586,,,
587,17.0,13.0,5.0
588,17.0,13.0,5.0
589,17.0,13.0,5.0
590,17.0,13.0,5.0
591,17.0,13.0,5.0
592,17.0,13.0,5.0
593,17.0,13.0,5.0
594,17.0,13.0,5.0
595,17.0,13.0,5.0
596,17.0,13.0,5.0
597,17.0,13.0,5.0
598,17.0,13.0,5.0
599,17.0,13.0,5.0
600,13.0,5.0,6.0
601,,,
602,,,
603,17.0,13.0,5.0
604,,,
605,17.0,13.0,5.0
606,,,
607,,,
608,17.0,13.0,5.0
609,,,
610,,,
611,17.0,13.0,5.0
612,,,
613,,,
614,,,
615,17.0,13.0,5.0
616,17.0,13.0,5.0
617,,,
618,,,
619,17.0,13.0,5.0
620,,,
621,,,
622,,,
623,13.0,5.0,6.0
624,13.0,5.0,6.0
625,13.0,5.0,6.0
626,13.0,5.0,6.0
627,13.0,5.0,6.0
628,,,
629,,,
630,,,
631,,,
632,13.0,5.0,6.0
633,,,
634,,,
635,,,
636,13.0,5.0,6.0
637,,,
638,,,
639,,,
640,,,
641,13.0,5.0,6.0
642,,,
643,13.0,5.0,6.0
644,,,
645,,,
646,13.0,5.0,6.0
647,,,
648,6.0,13.0,5.0
649,13.0,17.0,5.0
650,6.0,13.0,5.0
651,13.0,5.0,6.0
652,13.0,5.0,6.0
653,17.0,13.0,5.0
654,6.0,13.0,5.0
655,,,
656,13.0,17.0,5.0
657,17.0,13.0,5.0
658,17.0,13.0,5.0
659,,,
660,,,
661,13.0,5.0,6.0
662,,,
663,,,
664,17.0,13.0,5.0
665,5.0,13.0,17.0
666,13.0,5.0,6.0
667,13.0,17.0,5.0
668,13.0,17.0,5.0
669,13.0,17.0,5.0
670,13.0,5.0,6.0
671,13.0,5.0,6.0
672,13.0,17.0,5.0
673,13.0,5.0,6.0
674,13.0,5.0,6.0
675,13.0,17.0,5.0
676,17.0,13.0,5.0
677,17.0,13.0,5.0
678,17.0,13.0,5.0
679,13.0,5.0,6.0
680,13.0,5.0,6.0
681,5.0,13.0,17.0
682,13.0,5.0,6.0
683,13.0,5.0,6.0
684,13.0,5.0,6.0
685,13.0,5.0,6.0
686,17.0,13.0,5.0
687,13.0,6.0,5.0
688,13.0,5.0,6.0
689,13.0,5.0,6.0
690,13.0,17.0,5.0
691,13.0,5.0,6.0
692,17.0,13.0,5.0
693,17.0,13.0,5.0
694,17.0,13.0,5.0
695,17.0,13.0,5.0
696,17.0,13.0,5.0
697,17.0,13.0,5.0
698,17.0,13.0,5.0
699,17.0,13.0,5.0
700,17.0,13.0,5.0
701,17.0,13.0,5.0
702,17.0,13.0,5.0
703,17.0,13.0,5.0
704,17.0,13.0,5.0
705,17.0,13.0,5.0
706,17.0,13.0,5.0
707,13.0,5.0,6.0
708,13.0,5.0,6.0
709,13.0,5.0,6.0
710,13.0,5.0,6.0
711,6.0,17.0,13.0
712,6.0,17.0,13.0
713,6.0,17.0,13.0
714,6.0,17.0,13.0
715,6.0,17.0,13.0
716,,,
717,,,
718,6.0,13.0,5.0
719,6.0,13.0,5.0
720,6.0,13.0,5.0
721,6.0,13.0,5.0
722,6.0,13.0,5.0
723,6.0,13.0,5.0
724,6.0,13.0,5.0
